trialN	riskCtrl	riskRx	nonSig	RxHarm	RxBenefit
40	0.03	0.03	999716	146	138
40	0.03	0.02	999781	32	187
40	0.03	0.01	999774	2	224
40	0.04	0.04	999139	462	399
40	0.04	0.03	999371	107	522
40	0.04	0.02	999346	19	635
40	0.04	0.01	999242	1	757
40	0.05	0.05	998104	942	954
40	0.05	0.04	998528	361	1111
40	0.05	0.03	998543	98	1359
40	0.05	0.02	998304	17	1679
40	0.05	0.01	997970	0	2030
40	0.06	0.06	996568	1752	1680
40	0.06	0.05	997104	809	2087
40	0.06	0.04	997248	277	2475
40	0.06	0.03	996850	80	3070
40	0.06	0.02	996258	15	3727
40	0.06	0.01	995368	0	4632
40	0.07	0.07	994749	2602	2649
40	0.07	0.06	995406	1378	3216
40	0.07	0.05	995352	632	4016
40	0.07	0.04	994902	242	4856
40	0.07	0.03	993872	63	6065
40	0.07	0.02	992628	11	7361
40	0.07	0.01	991040	0	8960
40	0.08	0.08	992763	3647	3590
40	0.08	0.07	993333	2106	4561
40	0.08	0.06	993275	1094	5631
40	0.08	0.05	992665	487	6848
40	0.08	0.04	991494	177	8329
40	0.08	0.03	989662	56	10282
40	0.08	0.02	987506	9	12485
40	0.08	0.01	984841	0	15159
40	0.09	0.09	990264	4833	4903
40	0.09	0.08	991175	2958	5867
40	0.09	0.07	990969	1630	7401
40	0.09	0.06	990059	882	9059
40	0.09	0.05	988532	414	11054
40	0.09	0.04	986420	168	13412
40	0.09	0.03	983622	38	16340
40	0.09	0.02	980331	11	19658
40	0.09	0.01	975882	0	24118
40	0.1	0.1	988335	5841	5824
40	0.1	0.09	988759	3895	7346
40	0.1	0.08	988738	2403	8859
40	0.1	0.07	987688	1367	10945
40	0.1	0.06	985939	731	13330
40	0.1	0.05	983304	303	16393
40	0.1	0.04	979851	138	20011
40	0.1	0.03	975736	27	24237
40	0.1	0.02	970525	4	29471
40	0.1	0.01	964295	0	35705
40	0.11	0.11	985968	7028	7004
40	0.11	0.1	986642	4845	8513
40	0.11	0.09	986509	3110	10381
40	0.11	0.08	985392	1916	12692
40	0.11	0.07	983077	1126	15797
40	0.11	0.06	980207	565	19228
40	0.11	0.05	976148	276	23576
40	0.11	0.04	971593	109	28298
40	0.11	0.03	965364	29	34607
40	0.11	0.02	958226	2	41772
40	0.11	0.01	949443	0	50557
40	0.12	0.12	984172	7848	7980
40	0.12	0.11	984495	5779	9726
40	0.12	0.1	984079	3871	12050
40	0.12	0.09	982711	2517	14772
40	0.12	0.08	980452	1539	18009
40	0.12	0.07	977368	848	21784
40	0.12	0.06	972952	456	26592
40	0.12	0.05	967418	226	32356
40	0.12	0.04	960771	76	39153
40	0.12	0.03	952658	19	47323
40	0.12	0.02	942538	4	57458
40	0.12	0.01	930977	0	69023
40	0.13	0.13	982429	8824	8747
40	0.13	0.12	982987	6399	10614
40	0.13	0.11	982200	4530	13270
40	0.13	0.1	980879	3021	16100
40	0.13	0.09	978497	1998	19505
40	0.13	0.08	975259	1198	23543
40	0.13	0.07	970612	701	28687
40	0.13	0.06	964642	340	35018
40	0.13	0.05	957554	156	42290
40	0.13	0.04	948754	55	51191
40	0.13	0.03	938010	21	61969
40	0.13	0.02	925223	2	74775
40	0.13	0.01	910228	0	89772
40	0.14	0.14	980943	9329	9728
40	0.14	0.13	981285	7049	11666
40	0.14	0.12	980609	5034	14357
40	0.14	0.11	978910	3656	17434
40	0.14	0.1	976164	2507	21329
40	0.14	0.09	972424	1621	25955
40	0.14	0.08	967908	939	31153
40	0.14	0.07	961513	608	37879
40	0.14	0.06	953717	308	45975
40	0.14	0.05	944388	141	55471
40	0.14	0.04	933358	43	66599
40	0.14	0.03	919667	7	80326
40	0.14	0.02	903740	2	96258
40	0.14	0.01	884860	0	115140
40	0.15	0.15	980089	9964	9947
40	0.15	0.14	980036	7667	12297
40	0.15	0.13	979027	5760	15213
40	0.15	0.12	977608	4266	18126
40	0.15	0.11	974501	2975	22524
40	0.15	0.1	970867	2071	27062
40	0.15	0.09	965749	1319	32932
40	0.15	0.08	959662	809	39529
40	0.15	0.07	951559	431	48010
40	0.15	0.06	941902	221	57877
40	0.15	0.05	930089	116	69795
40	0.15	0.04	915944	35	84021
40	0.15	0.03	899985	11	100004
40	0.15	0.02	880500	1	119499
40	0.15	0.01	857106	0	142894
40	0.16	0.16	979380	10284	10336
40	0.16	0.15	979049	8150	12801
40	0.16	0.14	978241	6404	15355
40	0.16	0.13	976253	4659	19088
40	0.16	0.12	973552	3362	23086
40	0.16	0.11	969450	2472	28078
40	0.16	0.1	964709	1557	33734
40	0.16	0.09	958034	1038	40928
40	0.16	0.08	949831	680	49489
40	0.16	0.07	940296	408	59296
40	0.16	0.06	928679	188	71133
40	0.16	0.05	914157	78	85765
40	0.16	0.04	897701	21	102278
40	0.16	0.03	877889	12	122099
40	0.16	0.02	854194	1	145805
40	0.16	0.01	826746	0	173254
40	0.17	0.17	978625	10646	10729
40	0.17	0.16	978405	8466	13129
40	0.17	0.15	977515	6604	15881
40	0.17	0.14	975546	4997	19457
40	0.17	0.13	972681	3710	23609
40	0.17	0.12	968513	2719	28768
40	0.17	0.11	963445	1903	34652
40	0.17	0.1	956840	1317	41843
40	0.17	0.09	948805	857	50338
40	0.17	0.08	938875	478	60647
40	0.17	0.07	927481	292	72227
40	0.17	0.06	912907	155	86938
40	0.17	0.05	896259	75	103666
40	0.17	0.04	875872	30	124098
40	0.17	0.03	853352	9	146639
40	0.17	0.02	825760	0	174240
40	0.17	0.01	793869	0	206131
40	0.18	0.18	977956	11022	11022
40	0.18	0.17	977888	8664	13448
40	0.18	0.16	976738	6970	16292
40	0.18	0.15	974897	5181	19922
40	0.18	0.14	972005	3961	24034
40	0.18	0.13	968210	2928	28862
40	0.18	0.12	962943	2160	34897
40	0.18	0.11	956684	1502	41814
40	0.18	0.1	948227	1075	50698
40	0.18	0.09	938538	647	60815
40	0.18	0.08	926757	369	72874
40	0.18	0.07	912636	216	87148
40	0.18	0.06	896170	105	103725
40	0.18	0.05	876873	52	123075
40	0.18	0.04	853487	15	146498
40	0.18	0.03	826540	6	173454
40	0.18	0.02	794823	1	205176
40	0.18	0.01	757911	0	242089
40	0.19	0.19	977936	11011	11053
40	0.19	0.18	977585	8831	13584
40	0.19	0.17	976424	7134	16442
40	0.19	0.16	974188	5605	20207
40	0.19	0.15	971390	4329	24281
40	0.19	0.14	967639	3252	29109
40	0.19	0.13	962223	2339	35438
40	0.19	0.12	955689	1757	42554
40	0.19	0.11	947627	1265	51108
40	0.19	0.1	938114	828	61058
40	0.19	0.09	926390	502	73108
40	0.19	0.08	912743	317	86940
40	0.19	0.07	896344	192	103464
40	0.19	0.06	876923	86	122991
40	0.19	0.05	854890	46	145064
40	0.19	0.04	828244	20	171736
40	0.19	0.03	797746	5	202249
40	0.19	0.02	761534	0	238466
40	0.19	0.01	720208	0	279792
40	0.2	0.2	977150	11460	11390
40	0.2	0.19	976952	9222	13826
40	0.2	0.18	975895	7395	16710
40	0.2	0.17	974155	5855	19990
40	0.2	0.16	971139	4612	24249
40	0.2	0.15	967531	3409	29060
40	0.2	0.14	961755	2561	35684
40	0.2	0.13	956094	1938	41968
40	0.2	0.12	948255	1424	50321
40	0.2	0.11	939072	957	59971
40	0.2	0.1	927575	621	71804
40	0.2	0.09	913613	431	85956
40	0.2	0.08	898164	248	101588
40	0.2	0.07	879821	153	120026
40	0.2	0.06	858055	57	141888
40	0.2	0.05	832318	28	167654
40	0.2	0.04	802951	10	197039
40	0.2	0.03	768425	3	231572
40	0.2	0.02	728307	0	271693
40	0.2	0.01	682905	0	317095
40	0.21	0.21	977331	11346	11323
40	0.21	0.2	976647	9426	13927
40	0.21	0.19	976064	7467	16469
40	0.21	0.18	974132	5882	19986
40	0.21	0.17	971205	4605	24190
40	0.21	0.16	967208	3598	29194
40	0.21	0.15	962646	2764	34590
40	0.21	0.14	956424	2084	41492
40	0.21	0.13	948472	1504	50024
40	0.21	0.12	939349	1119	59532
40	0.21	0.11	928633	806	70561
40	0.21	0.1	915604	493	83903
40	0.21	0.09	900121	295	99584
40	0.21	0.08	882629	198	117173
40	0.21	0.07	861219	101	138680
40	0.21	0.06	837134	49	162817
40	0.21	0.05	809127	19	190854
40	0.21	0.04	775394	9	224597
40	0.21	0.03	737387	3	262610
40	0.21	0.02	693793	0	306207
40	0.21	0.01	643410	0	356590
40	0.22	0.22	977047	11367	11586
40	0.22	0.21	976532	9514	13954
40	0.22	0.2	975603	7569	16828
40	0.22	0.19	973872	6051	20077
40	0.22	0.18	970935	4934	24131
40	0.22	0.17	967283	3794	28923
40	0.22	0.16	962209	2967	34824
40	0.22	0.15	956304	2245	41451
40	0.22	0.14	948890	1668	49442
40	0.22	0.13	940387	1237	58376
40	0.22	0.12	929803	887	69310
40	0.22	0.11	916978	600	82422
40	0.22	0.1	902339	375	97286
40	0.22	0.09	885016	261	114723
40	0.22	0.08	864598	156	135246
40	0.22	0.07	841830	82	158088
40	0.22	0.06	814400	45	185555
40	0.22	0.05	783131	15	216854
40	0.22	0.04	746791	3	253206
40	0.22	0.03	705015	2	294983
40	0.22	0.02	657584	0	342416
40	0.22	0.01	603385	0	396615
40	0.23	0.23	976937	11617	11446
40	0.23	0.22	976617	9442	13941
40	0.23	0.21	975550	7778	16672
40	0.23	0.2	973657	6140	20203
40	0.23	0.19	971207	4963	23830
40	0.23	0.18	967442	3910	28648
40	0.23	0.17	962750	3097	34153
40	0.23	0.16	957040	2328	40632
40	0.23	0.15	949851	1794	48355
40	0.23	0.14	941570	1235	57195
40	0.23	0.13	931226	977	67797
40	0.23	0.12	919023	651	80326
40	0.23	0.11	904768	482	94750
40	0.23	0.1	888043	330	111627
40	0.23	0.09	869181	170	130649
40	0.23	0.08	846252	133	153615
40	0.23	0.07	820747	58	179195
40	0.23	0.06	790676	43	209281
40	0.23	0.05	757006	16	242978
40	0.23	0.04	717496	2	282502
40	0.23	0.03	673316	1	326683
40	0.23	0.02	621860	0	378140
40	0.23	0.01	564169	0	435831
40	0.24	0.24	976769	11526	11705
40	0.24	0.23	976328	9597	14075
40	0.24	0.22	975269	7712	17019
40	0.24	0.21	973533	6258	20209
40	0.24	0.2	970646	5108	24246
40	0.24	0.19	967108	4109	28783
40	0.24	0.18	962699	3125	34176
40	0.24	0.17	956807	2469	40724
40	0.24	0.16	950340	1892	47768
40	0.24	0.15	942143	1441	56416
40	0.24	0.14	931917	1069	67014
40	0.24	0.13	920462	740	78798
40	0.24	0.12	906691	531	92778
40	0.24	0.11	891162	378	108460
40	0.24	0.1	871991	268	127741
40	0.24	0.09	850710	170	149120
40	0.24	0.08	826232	85	173683
40	0.24	0.07	798010	53	201937
40	0.24	0.06	765495	33	234472
40	0.24	0.05	728767	10	271223
40	0.24	0.04	686289	2	313709
40	0.24	0.03	638819	2	361179
40	0.24	0.02	585316	0	414684
40	0.24	0.01	524103	0	475897
40	0.25	0.25	976540	11760	11700
40	0.25	0.24	976100	9604	14296
40	0.25	0.23	975193	7899	16908
40	0.25	0.22	973350	6411	20239
40	0.25	0.21	970705	5197	24098
40	0.25	0.2	967173	4136	28691
40	0.25	0.19	962869	3183	33948
40	0.25	0.18	957455	2631	39914
40	0.25	0.17	950503	1997	47500
40	0.25	0.16	942828	1615	55557
40	0.25	0.15	933389	1125	65486
40	0.25	0.14	922254	847	76899
40	0.25	0.13	909008	558	90434
40	0.25	0.12	893992	402	105606
40	0.25	0.11	876579	303	123118
40	0.25	0.1	856070	189	143741
40	0.25	0.09	832183	116	167701
40	0.25	0.08	805604	76	194320
40	0.25	0.07	775245	50	224705
40	0.25	0.06	739992	32	259976
40	0.25	0.05	700802	10	299188
40	0.25	0.04	655623	2	344375
40	0.25	0.03	605712	2	394286
40	0.25	0.02	549135	0	450865
40	0.25	0.01	485011	0	514989
40	0.26	0.26	976109	11977	11914
40	0.26	0.25	975785	9974	14241
40	0.26	0.24	974763	8103	17134
40	0.26	0.23	973320	6593	20087
40	0.26	0.22	970549	5334	24117
40	0.26	0.21	967103	4254	28643
40	0.26	0.2	963025	3342	33633
40	0.26	0.19	957641	2671	39688
40	0.26	0.18	951459	2113	46428
40	0.26	0.17	943684	1565	54751
40	0.26	0.16	934350	1208	64442
40	0.26	0.15	923811	934	75255
40	0.26	0.14	910893	683	88424
40	0.26	0.13	896707	481	102812
40	0.26	0.12	880080	331	119589
40	0.26	0.11	860622	204	139174
40	0.26	0.1	838328	148	161524
40	0.26	0.09	812969	86	186945
40	0.26	0.08	784531	47	215422
40	0.26	0.07	751454	35	248511
40	0.26	0.06	713864	20	286116
40	0.26	0.05	672689	6	327305
40	0.26	0.04	624285	2	375713
40	0.26	0.03	571925	2	428073
40	0.26	0.02	512854	0	487146
40	0.26	0.01	447561	0	552439
40	0.27	0.27	975937	12053	12010
40	0.27	0.26	975529	10028	14443
40	0.27	0.25	974960	8123	16917
40	0.27	0.24	972922	6694	20384
40	0.27	0.23	970659	5316	24025
40	0.27	0.22	967505	4279	28216
40	0.27	0.21	963366	3474	33160
40	0.27	0.2	958360	2661	38979
40	0.27	0.19	951893	2097	46010
40	0.27	0.18	944271	1726	54003
40	0.27	0.17	935695	1213	63092
40	0.27	0.16	925366	965	73669
40	0.27	0.15	913122	706	86172
40	0.27	0.14	899384	529	100087
40	0.27	0.13	883295	351	116354
40	0.27	0.12	865099	256	134645
40	0.27	0.11	843648	175	156177
40	0.27	0.1	819209	130	180661
40	0.27	0.09	793145	70	206785
40	0.27	0.08	762097	44	237859
40	0.27	0.07	726415	28	273557
40	0.27	0.06	686692	11	313297
40	0.27	0.05	642017	2	357981
40	0.27	0.04	593078	1	406921
40	0.27	0.03	537859	1	462140
40	0.27	0.02	476762	0	523238
40	0.27	0.01	410457	0	589543
40	0.28	0.28	975836	12018	12146
40	0.28	0.27	975486	10133	14381
40	0.28	0.26	974738	8380	16882
40	0.28	0.25	972814	6896	20290
40	0.28	0.24	970454	5556	23990
40	0.28	0.23	967543	4397	28060
40	0.28	0.22	963297	3646	33057
40	0.28	0.21	958582	2803	38615
40	0.28	0.2	952219	2149	45632
40	0.28	0.19	944850	1755	53395
40	0.28	0.18	936695	1317	61988
40	0.28	0.17	927335	1017	71648
40	0.28	0.16	915092	739	84169
40	0.28	0.15	902276	524	97200
40	0.28	0.14	887019	421	112560
40	0.28	0.13	869023	318	130659
40	0.28	0.12	849396	222	150382
40	0.28	0.11	826703	138	173159
40	0.28	0.1	801320	96	198584
40	0.28	0.09	771293	62	228645
40	0.28	0.08	739133	27	260840
40	0.28	0.07	701872	20	298108
40	0.28	0.06	660360	6	339634
40	0.28	0.05	613198	4	386798
40	0.28	0.04	562412	2	437586
40	0.28	0.03	505270	0	494730
40	0.28	0.02	443764	0	556236
40	0.28	0.01	375686	0	624314
40	0.29	0.29	975310	12322	12368
40	0.29	0.28	975082	10322	14596
40	0.29	0.27	974376	8475	17149
40	0.29	0.26	972527	6981	20492
40	0.29	0.25	970200	5720	24080
40	0.29	0.24	967121	4430	28449
40	0.29	0.23	963406	3622	32972
40	0.29	0.22	958481	2893	38626
40	0.29	0.21	952147	2266	45587
40	0.29	0.2	945143	1865	52992
40	0.29	0.19	936951	1379	61670
40	0.29	0.18	927801	1113	71086
40	0.29	0.17	916359	799	82842
40	0.29	0.16	904079	560	95361
40	0.29	0.15	889223	469	110308
40	0.29	0.14	872654	320	127026
40	0.29	0.13	853140	227	146633
40	0.29	0.12	831591	158	168251
40	0.29	0.11	807589	96	192315
40	0.29	0.1	780091	60	219849
40	0.29	0.09	748306	51	251643
40	0.29	0.08	713790	24	286186
40	0.29	0.07	675167	13	324820
40	0.29	0.06	631287	9	368704
40	0.29	0.05	583960	1	416039
40	0.29	0.04	530910	2	469088
40	0.29	0.03	473745	0	526255
40	0.29	0.02	409518	1	590481
40	0.29	0.01	341550	0	658450
40	0.3	0.3	975281	12263	12456
40	0.3	0.29	974949	10303	14748
40	0.3	0.28	973762	8600	17638
40	0.3	0.27	972207	6921	20872
40	0.3	0.26	969943	5662	24395
40	0.3	0.25	966912	4532	28556
40	0.3	0.24	963479	3641	32880
40	0.3	0.23	958238	2883	38879
40	0.3	0.22	952415	2283	45302
40	0.3	0.21	945837	1884	52279
40	0.3	0.2	937387	1427	61186
40	0.3	0.19	928197	1108	70695
40	0.3	0.18	917782	856	81362
40	0.3	0.17	905262	627	94111
40	0.3	0.16	891473	472	108055
40	0.3	0.15	875355	359	124286
40	0.3	0.14	856967	245	142788
40	0.3	0.13	836431	194	163375
40	0.3	0.12	812886	108	187006
40	0.3	0.11	787379	85	212536
40	0.3	0.1	758344	59	241597
40	0.3	0.09	725759	36	274205
40	0.3	0.08	688993	18	310989
40	0.3	0.07	646852	11	353137
40	0.3	0.06	603201	7	396792
40	0.3	0.05	555323	0	444677
40	0.3	0.04	500253	1	499746
40	0.3	0.03	441017	0	558983
40	0.3	0.02	377640	0	622360
40	0.3	0.01	309523	0	690477
40	0.31	0.31	974917	12603	12480
40	0.31	0.3	974648	10568	14784
40	0.31	0.29	973884	8653	17463
40	0.31	0.28	972187	7085	20728
40	0.31	0.27	969878	5933	24189
40	0.31	0.26	967049	4807	28144
40	0.31	0.25	963031	3835	33134
40	0.31	0.24	958468	2988	38544
40	0.31	0.23	952381	2547	45072
40	0.31	0.22	945976	1927	52097
40	0.31	0.21	938289	1529	60182
40	0.31	0.2	929004	1089	69907
40	0.31	0.19	918286	915	80799
40	0.31	0.18	907264	669	92067
40	0.31	0.17	893718	485	105797
40	0.31	0.16	877977	423	121600
40	0.31	0.15	860669	279	139052
40	0.31	0.14	841241	211	158548
40	0.31	0.13	818939	162	180899
40	0.31	0.12	794333	100	205567
40	0.31	0.11	766506	74	233420
40	0.31	0.1	735650	54	264296
40	0.31	0.09	701394	24	298582
40	0.31	0.08	663450	17	336533
40	0.31	0.07	620947	7	379046
40	0.31	0.06	574888	3	425109
40	0.31	0.05	524676	0	475324
40	0.31	0.04	469246	0	530754
40	0.31	0.03	410692	1	589307
40	0.31	0.02	347320	0	652680
40	0.31	0.01	279281	0	720719
40	0.32	0.32	974619	12766	12615
40	0.32	0.31	974374	10756	14870
40	0.32	0.3	973644	8787	17569
40	0.32	0.29	971845	7262	20893
40	0.32	0.28	969772	5885	24343
40	0.32	0.27	966859	4857	28284
40	0.32	0.26	962867	3966	33167
40	0.32	0.25	958483	3108	38409
40	0.32	0.24	953336	2537	44127
40	0.32	0.23	946370	2003	51627
40	0.32	0.22	938799	1546	59655
40	0.32	0.21	930273	1257	68470
40	0.32	0.2	919716	890	79394
40	0.32	0.19	908128	692	91180
40	0.32	0.18	895837	538	103625
40	0.32	0.17	880917	383	118700
40	0.32	0.16	863659	264	136077
40	0.32	0.15	845472	226	154302
40	0.32	0.14	824633	124	175243
40	0.32	0.13	801197	88	198715
40	0.32	0.12	775243	72	224685
40	0.32	0.11	745226	38	254736
40	0.32	0.1	712976	35	286989
40	0.32	0.09	676746	25	323229
40	0.32	0.08	638677	11	361312
40	0.32	0.07	594596	7	405397
40	0.32	0.06	547528	3	452469
40	0.32	0.05	495793	1	504206
40	0.32	0.04	440428	1	559571
40	0.32	0.03	381553	1	618446
40	0.32	0.02	318495	0	681505
40	0.32	0.01	251777	0	748223
40	0.33	0.33	974789	12602	12609
40	0.33	0.32	974290	10736	14974
40	0.33	0.31	973538	9008	17454
40	0.33	0.3	971966	7278	20756
40	0.33	0.29	969624	6125	24251
40	0.33	0.28	966665	4889	28446
40	0.33	0.27	963348	3954	32698
40	0.33	0.26	958240	3231	38529
40	0.33	0.25	952732	2659	44609
40	0.33	0.24	946691	2034	51275
40	0.33	0.23	938565	1561	59874
40	0.33	0.22	930473	1200	68327
40	0.33	0.21	920159	970	78871
40	0.33	0.2	909471	744	89785
40	0.33	0.19	896486	557	102957
40	0.33	0.18	882288	415	117297
40	0.33	0.17	866579	301	133120
40	0.33	0.16	848157	201	151642
40	0.33	0.15	828061	167	171772
40	0.33	0.14	806075	120	193805
40	0.33	0.13	780732	82	219186
40	0.33	0.12	753039	63	246898
40	0.33	0.11	722427	26	277547
40	0.33	0.1	689361	22	310617
40	0.33	0.09	651462	13	348525
40	0.33	0.08	611020	9	388971
40	0.33	0.07	566714	5	433281
40	0.33	0.06	518744	2	481254
40	0.33	0.05	467198	1	532801
40	0.33	0.04	410834	0	589166
40	0.33	0.03	352974	0	647026
40	0.33	0.02	290356	0	709644
40	0.33	0.01	225213	0	774787
40	0.34	0.34	974602	12617	12781
40	0.34	0.33	974284	10699	15017
40	0.34	0.32	973264	8858	17878
40	0.34	0.31	971633	7350	21017
40	0.34	0.3	969538	6127	24335
40	0.34	0.29	966408	4875	28717
40	0.34	0.28	962986	4007	33007
40	0.34	0.27	958347	3343	38310
40	0.34	0.26	952597	2573	44830
40	0.34	0.25	946331	2070	51599
40	0.34	0.24	939172	1565	59263
40	0.34	0.23	930191	1173	68636
40	0.34	0.22	920698	1021	78281
40	0.34	0.21	909664	759	89577
40	0.34	0.2	897279	585	102136
40	0.34	0.19	883413	398	116189
40	0.34	0.18	868355	305	131340
40	0.34	0.17	851020	225	148755
40	0.34	0.16	831176	175	168649
40	0.34	0.15	809599	143	190258
40	0.34	0.14	786083	83	213834
40	0.34	0.13	760607	62	239331
40	0.34	0.12	730835	40	269125
40	0.34	0.11	698838	23	301139
40	0.34	0.1	663627	18	336355
40	0.34	0.09	625150	14	374836
40	0.34	0.08	582865	2	417133
40	0.34	0.07	538979	1	461020
40	0.34	0.06	489828	0	510172
40	0.34	0.05	438479	0	561521
40	0.34	0.04	382404	0	617596
40	0.34	0.03	324124	0	675876
40	0.34	0.02	262820	0	737180
40	0.34	0.01	200518	0	799482
40	0.35	0.35	974989	12494	12517
40	0.35	0.34	974342	10509	15149
40	0.35	0.33	973835	8711	17454
40	0.35	0.32	971941	7474	20585
40	0.35	0.31	969594	6136	24270
40	0.35	0.3	966642	5062	28296
40	0.35	0.29	962847	4124	33029
40	0.35	0.28	958309	3360	38331
40	0.35	0.27	952744	2652	44604
40	0.35	0.26	946447	2103	51450
40	0.35	0.25	939357	1692	58951
40	0.35	0.24	930870	1275	67855
40	0.35	0.23	921455	1027	77518
40	0.35	0.22	910729	756	88515
40	0.35	0.21	898526	617	100857
40	0.35	0.2	885507	457	114036
40	0.35	0.19	870039	319	129642
40	0.35	0.18	853549	249	146202
40	0.35	0.17	834807	169	165024
40	0.35	0.16	814054	136	185810
40	0.35	0.15	791501	93	208406
40	0.35	0.14	766478	71	233451
40	0.35	0.13	738713	47	261240
40	0.35	0.12	709031	32	290937
40	0.35	0.11	675844	19	324137
40	0.35	0.1	639785	14	360201
40	0.35	0.09	600057	11	399932
40	0.35	0.08	558234	2	441764
40	0.35	0.07	511987	3	488010
40	0.35	0.06	462729	1	537270
40	0.35	0.05	410664	0	589336
40	0.35	0.04	355984	0	644016
40	0.35	0.03	298278	0	701722
40	0.35	0.02	238890	0	761110
40	0.35	0.01	178038	0	821962
40	0.36	0.36	974816	12592	12592
40	0.36	0.35	974337	10592	15071
40	0.36	0.34	973475	8904	17621
40	0.36	0.33	971768	7603	20629
40	0.36	0.32	969427	6231	24342
40	0.36	0.31	966299	5166	28535
40	0.36	0.3	962509	4225	33266
40	0.36	0.29	958330	3491	38179
40	0.36	0.28	953086	2751	44163
40	0.36	0.27	946654	2254	51092
40	0.36	0.26	939505	1789	58706
40	0.36	0.25	931350	1349	67301
40	0.36	0.24	922002	1113	76885
40	0.36	0.23	911465	837	87698
40	0.36	0.22	899262	663	100075
40	0.36	0.21	886102	526	113372
40	0.36	0.2	871239	395	128366
40	0.36	0.19	855785	268	143947
40	0.36	0.18	837306	231	162463
40	0.36	0.17	818498	150	181352
40	0.36	0.16	794938	117	204945
40	0.36	0.15	771762	91	228147
40	0.36	0.14	744683	54	255263
40	0.36	0.13	715635	42	284323
40	0.36	0.12	684911	27	315062
40	0.36	0.11	651135	19	348846
40	0.36	0.1	613174	20	386806
40	0.36	0.09	574007	12	425981
40	0.36	0.08	530591	2	469407
40	0.36	0.07	483752	3	516245
40	0.36	0.06	436381	1	563618
40	0.36	0.05	383728	0	616272
40	0.36	0.04	329794	0	670206
40	0.36	0.03	273102	0	726898
40	0.36	0.02	215836	0	784164
40	0.36	0.01	157597	0	842403
40	0.37	0.37	974795	12507	12698
40	0.37	0.36	974606	10617	14777
40	0.37	0.35	973877	8744	17379
40	0.37	0.34	971902	7502	20596
40	0.37	0.33	969555	6177	24268
40	0.37	0.32	966468	5150	28382
40	0.37	0.31	962758	4224	33018
40	0.37	0.3	958501	3413	38086
40	0.37	0.29	953146	2858	43996
40	0.37	0.28	947090	2211	50699
40	0.37	0.27	939574	1802	58624
40	0.37	0.26	931913	1360	66727
40	0.37	0.25	922349	1086	76565
40	0.37	0.24	912323	888	86789
40	0.37	0.23	900626	644	98730
40	0.37	0.22	887568	518	111914
40	0.37	0.21	872941	383	126676
40	0.37	0.2	857545	293	142162
40	0.37	0.19	839482	215	160303
40	0.37	0.18	819804	185	180011
40	0.37	0.17	799097	104	200799
40	0.37	0.16	776292	80	223628
40	0.37	0.15	749978	60	249962
40	0.37	0.14	722752	31	277217
40	0.37	0.13	692743	27	307230
40	0.37	0.12	660418	24	339558
40	0.37	0.11	624858	13	375129
40	0.37	0.1	586977	3	413020
40	0.37	0.09	546529	3	453468
40	0.37	0.08	503092	2	496906
40	0.37	0.07	457102	3	542895
40	0.37	0.06	408726	0	591274
40	0.37	0.05	357511	1	642488
40	0.37	0.04	304854	0	695146
40	0.37	0.03	249839	0	750161
40	0.37	0.02	194677	0	805323
40	0.37	0.01	138952	0	861048
40	0.38	0.38	975535	12115	12350
40	0.38	0.37	975057	10367	14576
40	0.38	0.36	973904	8747	17349
40	0.38	0.35	972113	7404	20483
40	0.38	0.34	969989	6142	23869
40	0.38	0.33	966803	5175	28022
40	0.38	0.32	963406	4276	32318
40	0.38	0.31	958691	3555	37754
40	0.38	0.3	953322	2791	43887
40	0.38	0.29	947599	2258	50143
40	0.38	0.28	939979	1810	58211
40	0.38	0.27	932430	1444	66126
40	0.38	0.26	923390	1140	75470
40	0.38	0.25	912715	928	86357
40	0.38	0.24	901538	667	97795
40	0.38	0.23	888870	510	110620
40	0.38	0.22	875038	378	124584
40	0.38	0.21	859448	300	140252
40	0.38	0.2	841746	219	158035
40	0.38	0.19	823236	169	176595
40	0.38	0.18	802668	118	197214
40	0.38	0.17	779556	77	220367
40	0.38	0.16	755353	60	244587
40	0.38	0.15	728544	32	271424
40	0.38	0.14	698951	33	301016
40	0.38	0.13	668511	19	331470
40	0.38	0.12	635466	15	364519
40	0.38	0.11	600293	8	399699
40	0.38	0.1	560955	6	439039
40	0.38	0.09	520200	2	479798
40	0.38	0.08	476390	2	523608
40	0.38	0.07	430710	2	569288
40	0.38	0.06	382652	0	617348
40	0.38	0.05	332334	0	667666
40	0.38	0.04	280698	0	719302
40	0.38	0.03	227392	0	772608
40	0.38	0.02	173931	0	826069
40	0.38	0.01	122414	0	877586
40	0.39	0.39	975917	12119	11964
40	0.39	0.38	975453	10202	14345
40	0.39	0.37	973933	8800	17267
40	0.39	0.36	972708	7367	19925
40	0.39	0.35	970369	6002	23629
40	0.39	0.34	967414	5145	27441
40	0.39	0.33	963856	4229	31915
40	0.39	0.32	959307	3545	37148
40	0.39	0.31	953910	2831	43259
40	0.39	0.3	947895	2372	49733
40	0.39	0.29	940414	1874	57712
40	0.39	0.28	933128	1456	65416
40	0.39	0.27	924084	1134	74782
40	0.39	0.26	913875	887	85238
40	0.39	0.25	902669	704	96627
40	0.39	0.24	889841	530	109629
40	0.39	0.23	875679	364	123957
40	0.39	0.22	860230	336	139434
40	0.39	0.21	843881	257	155862
40	0.39	0.2	825006	178	174816
40	0.39	0.19	805347	119	194534
