trialN	riskCtrl	riskRx	nonSig	RxHarm	RxBenefit
1900	0.45	0.35	7116	0	992884
1900	0.45	0.34	1700	0	998300
1900	0.45	0.33	347	0	999653
1900	0.45	0.32	68	0	999932
1900	0.45	0.31	7	0	999993
1900	0.45	0.3	0	0	1000000
1900	0.45	0.29	0	0	1000000
1900	0.45	0.28	0	0	1000000
1900	0.45	0.27	0	0	1000000
1900	0.45	0.26	0	0	1000000
1900	0.45	0.25	0	0	1000000
1900	0.45	0.24	0	0	1000000
1900	0.45	0.23	0	0	1000000
1900	0.45	0.22	0	0	1000000
1900	0.45	0.21	0	0	1000000
1900	0.45	0.2	0	0	1000000
1900	0.45	0.19	0	0	1000000
1900	0.45	0.18	0	0	1000000
1900	0.45	0.17	0	0	1000000
1900	0.45	0.16	0	0	1000000
1900	0.45	0.15	0	0	1000000
1900	0.45	0.14	0	0	1000000
1900	0.45	0.13	0	0	1000000
1900	0.45	0.12	0	0	1000000
1900	0.45	0.11	0	0	1000000
1900	0.45	0.1	0	0	1000000
1900	0.45	0.09	0	0	1000000
1900	0.45	0.08	0	0	1000000
1900	0.45	0.07	0	0	1000000
1900	0.45	0.06	0	0	1000000
1900	0.45	0.05	0	0	1000000
1900	0.45	0.04	0	0	1000000
1900	0.45	0.03	0	0	1000000
1900	0.45	0.02	0	0	1000000
1900	0.45	0.01	0	0	1000000
1900	0.46	0.46	954476	22970	22554
1900	0.46	0.45	934354	7396	58250
1900	0.46	0.44	869123	1966	128911
1900	0.46	0.43	755453	442	244105
1900	0.46	0.42	601011	80	398909
1900	0.46	0.41	427434	9	572557
1900	0.46	0.4	264977	0	735023
1900	0.46	0.39	141534	1	858465
1900	0.46	0.38	64188	0	935812
1900	0.46	0.37	24186	0	975814
1900	0.46	0.36	7521	0	992479
1900	0.46	0.35	1901	0	998099
1900	0.46	0.34	382	0	999618
1900	0.46	0.33	66	0	999934
1900	0.46	0.32	17	0	999983
1900	0.46	0.31	1	0	999999
1900	0.46	0.3	0	0	1000000
1900	0.46	0.29	0	0	1000000
1900	0.46	0.28	0	0	1000000
1900	0.46	0.27	0	0	1000000
1900	0.46	0.26	0	0	1000000
1900	0.46	0.25	0	0	1000000
1900	0.46	0.24	0	0	1000000
1900	0.46	0.23	0	0	1000000
1900	0.46	0.22	0	0	1000000
1900	0.46	0.21	0	0	1000000
1900	0.46	0.2	0	0	1000000
1900	0.46	0.19	0	0	1000000
1900	0.46	0.18	0	0	1000000
1900	0.46	0.17	0	0	1000000
1900	0.46	0.16	0	0	1000000
1900	0.46	0.15	0	0	1000000
1900	0.46	0.14	0	0	1000000
1900	0.46	0.13	0	0	1000000
1900	0.46	0.12	0	0	1000000
1900	0.46	0.11	0	0	1000000
1900	0.46	0.1	0	0	1000000
1900	0.46	0.09	0	0	1000000
1900	0.46	0.08	0	0	1000000
1900	0.46	0.07	0	0	1000000
1900	0.46	0.06	0	0	1000000
1900	0.46	0.05	0	0	1000000
1900	0.46	0.04	0	0	1000000
1900	0.46	0.03	0	0	1000000
1900	0.46	0.02	0	0	1000000
1900	0.46	0.01	0	0	1000000
1900	0.47	0.47	954634	22768	22598
1900	0.47	0.46	933734	7438	58828
1900	0.47	0.45	868310	2075	129615
1900	0.47	0.44	754075	484	245441
1900	0.47	0.43	600867	80	399053
1900	0.47	0.42	427102	17	572881
1900	0.47	0.41	266450	3	733547
1900	0.47	0.4	143156	0	856844
1900	0.47	0.39	65590	0	934410
1900	0.47	0.38	25040	0	974960
1900	0.47	0.37	7886	0	992114
1900	0.47	0.36	2022	0	997978
1900	0.47	0.35	420	0	999580
1900	0.47	0.34	84	0	999916
1900	0.47	0.33	11	0	999989
1900	0.47	0.32	0	0	1000000
1900	0.47	0.31	0	0	1000000
1900	0.47	0.3	0	0	1000000
1900	0.47	0.29	0	0	1000000
1900	0.47	0.28	0	0	1000000
1900	0.47	0.27	0	0	1000000
1900	0.47	0.26	0	0	1000000
1900	0.47	0.25	0	0	1000000
1900	0.47	0.24	0	0	1000000
1900	0.47	0.23	0	0	1000000
1900	0.47	0.22	0	0	1000000
1900	0.47	0.21	0	0	1000000
1900	0.47	0.2	0	0	1000000
1900	0.47	0.19	0	0	1000000
1900	0.47	0.18	0	0	1000000
1900	0.47	0.17	0	0	1000000
1900	0.47	0.16	0	0	1000000
1900	0.47	0.15	0	0	1000000
1900	0.47	0.14	0	0	1000000
1900	0.47	0.13	0	0	1000000
1900	0.47	0.12	0	0	1000000
1900	0.47	0.11	0	0	1000000
1900	0.47	0.1	0	0	1000000
1900	0.47	0.09	0	0	1000000
1900	0.47	0.08	0	0	1000000
1900	0.47	0.07	0	0	1000000
1900	0.47	0.06	0	0	1000000
1900	0.47	0.05	0	0	1000000
1900	0.47	0.04	0	0	1000000
1900	0.47	0.03	0	0	1000000
1900	0.47	0.02	0	0	1000000
1900	0.47	0.01	0	0	1000000
1900	0.48	0.48	954090	22717	23193
1900	0.48	0.47	933299	7487	59214
1900	0.48	0.46	868411	1994	129595
1900	0.48	0.45	754460	439	245101
1900	0.48	0.44	599674	99	400227
1900	0.48	0.43	426929	13	573058
1900	0.48	0.42	265546	0	734454
1900	0.48	0.41	143705	0	856295
1900	0.48	0.4	66037	0	933963
1900	0.48	0.39	25363	0	974637
1900	0.48	0.38	8176	0	991824
1900	0.48	0.37	2186	0	997814
1900	0.48	0.36	507	0	999493
1900	0.48	0.35	81	0	999919
1900	0.48	0.34	8	0	999992
1900	0.48	0.33	1	0	999999
1900	0.48	0.32	0	0	1000000
1900	0.48	0.31	0	0	1000000
1900	0.48	0.3	0	0	1000000
1900	0.48	0.29	0	0	1000000
1900	0.48	0.28	0	0	1000000
1900	0.48	0.27	0	0	1000000
1900	0.48	0.26	0	0	1000000
1900	0.48	0.25	0	0	1000000
1900	0.48	0.24	0	0	1000000
1900	0.48	0.23	0	0	1000000
1900	0.48	0.22	0	0	1000000
1900	0.48	0.21	0	0	1000000
1900	0.48	0.2	0	0	1000000
1900	0.48	0.19	0	0	1000000
1900	0.48	0.18	0	0	1000000
1900	0.48	0.17	0	0	1000000
1900	0.48	0.16	0	0	1000000
1900	0.48	0.15	0	0	1000000
1900	0.48	0.14	0	0	1000000
1900	0.48	0.13	0	0	1000000
1900	0.48	0.12	0	0	1000000
1900	0.48	0.11	0	0	1000000
1900	0.48	0.1	0	0	1000000
1900	0.48	0.09	0	0	1000000
1900	0.48	0.08	0	0	1000000
1900	0.48	0.07	0	0	1000000
1900	0.48	0.06	0	0	1000000
1900	0.48	0.05	0	0	1000000
1900	0.48	0.04	0	0	1000000
1900	0.48	0.03	0	0	1000000
1900	0.48	0.02	0	0	1000000
1900	0.48	0.01	0	0	1000000
1900	0.49	0.49	954006	23100	22894
1900	0.49	0.48	933128	7484	59388
1900	0.49	0.47	867653	1926	130421
1900	0.49	0.46	754850	449	244701
1900	0.49	0.45	600020	89	399891
1900	0.49	0.44	427394	13	572593
1900	0.49	0.43	266708	3	733289
1900	0.49	0.42	144193	0	855807
1900	0.49	0.41	66475	0	933525
1900	0.49	0.4	25832	0	974168
1900	0.49	0.39	8470	0	991530
1900	0.49	0.38	2291	0	997709
1900	0.49	0.37	499	0	999501
1900	0.49	0.36	106	0	999894
1900	0.49	0.35	16	0	999984
1900	0.49	0.34	1	0	999999
1900	0.49	0.33	0	0	1000000
1900	0.49	0.32	0	0	1000000
1900	0.49	0.31	0	0	1000000
1900	0.49	0.3	0	0	1000000
1900	0.49	0.29	0	0	1000000
1900	0.49	0.28	0	0	1000000
1900	0.49	0.27	0	0	1000000
1900	0.49	0.26	0	0	1000000
1900	0.49	0.25	0	0	1000000
1900	0.49	0.24	0	0	1000000
1900	0.49	0.23	0	0	1000000
1900	0.49	0.22	0	0	1000000
1900	0.49	0.21	0	0	1000000
1900	0.49	0.2	0	0	1000000
1900	0.49	0.19	0	0	1000000
1900	0.49	0.18	0	0	1000000
1900	0.49	0.17	0	0	1000000
1900	0.49	0.16	0	0	1000000
1900	0.49	0.15	0	0	1000000
1900	0.49	0.14	0	0	1000000
1900	0.49	0.13	0	0	1000000
1900	0.49	0.12	0	0	1000000
1900	0.49	0.11	0	0	1000000
1900	0.49	0.1	0	0	1000000
1900	0.49	0.09	0	0	1000000
1900	0.49	0.08	0	0	1000000
1900	0.49	0.07	0	0	1000000
1900	0.49	0.06	0	0	1000000
1900	0.49	0.05	0	0	1000000
1900	0.49	0.04	0	0	1000000
1900	0.49	0.03	0	0	1000000
1900	0.49	0.02	0	0	1000000
1900	0.49	0.01	0	0	1000000
1900	0.5	0.5	953952	22942	23106
1900	0.5	0.49	932915	7520	59565
1900	0.5	0.48	867468	1979	130553
1900	0.5	0.47	753590	491	245919
1900	0.5	0.46	598860	98	401042
1900	0.5	0.45	426933	15	573052
1900	0.5	0.44	266762	3	733235
1900	0.5	0.43	144151	0	855849
1900	0.5	0.42	66989	0	933011
1900	0.5	0.41	26064	0	973936
1900	0.5	0.4	8479	0	991521
1900	0.5	0.39	2296	0	997704
1900	0.5	0.38	554	0	999446
1900	0.5	0.37	91	0	999909
1900	0.5	0.36	21	0	999979
1900	0.5	0.35	0	0	1000000
1900	0.5	0.34	0	0	1000000
1900	0.5	0.33	0	0	1000000
1900	0.5	0.32	0	0	1000000
1900	0.5	0.31	0	0	1000000
1900	0.5	0.3	0	0	1000000
1900	0.5	0.29	0	0	1000000
1900	0.5	0.28	0	0	1000000
1900	0.5	0.27	0	0	1000000
1900	0.5	0.26	0	0	1000000
1900	0.5	0.25	0	0	1000000
1900	0.5	0.24	0	0	1000000
1900	0.5	0.23	0	0	1000000
1900	0.5	0.22	0	0	1000000
1900	0.5	0.21	0	0	1000000
1900	0.5	0.2	0	0	1000000
1900	0.5	0.19	0	0	1000000
1900	0.5	0.18	0	0	1000000
1900	0.5	0.17	0	0	1000000
1900	0.5	0.16	0	0	1000000
1900	0.5	0.15	0	0	1000000
1900	0.5	0.14	0	0	1000000
1900	0.5	0.13	0	0	1000000
1900	0.5	0.12	0	0	1000000
1900	0.5	0.11	0	0	1000000
1900	0.5	0.1	0	0	1000000
1900	0.5	0.09	0	0	1000000
1900	0.5	0.08	0	0	1000000
1900	0.5	0.07	0	0	1000000
1900	0.5	0.06	0	0	1000000
1900	0.5	0.05	0	0	1000000
1900	0.5	0.04	0	0	1000000
1900	0.5	0.03	0	0	1000000
1900	0.5	0.02	0	0	1000000
1900	0.5	0.01	0	0	1000000
2000	0.03	0.03	963371	18208	18421
2000	0.03	0.02	750718	225	249057
2000	0.03	0.01	121579	0	878421
2000	0.04	0.04	961619	19242	19139
2000	0.04	0.03	804572	487	194941
2000	0.04	0.02	287858	0	712142
2000	0.04	0.01	8108	0	991892
2000	0.05	0.05	960885	19718	19397
2000	0.05	0.04	838771	845	160384
2000	0.05	0.03	412412	7	587581
2000	0.05	0.02	48835	0	951165
2000	0.05	0.01	249	0	999751
2000	0.06	0.06	959909	19992	20099
2000	0.06	0.05	858963	1211	139826
2000	0.06	0.04	502846	10	497144
2000	0.06	0.03	113565	0	886435
2000	0.06	0.02	4025	0	995975
2000	0.06	0.01	3	0	999997
2000	0.07	0.07	959055	20433	20512
2000	0.07	0.06	871965	1580	126455
2000	0.07	0.05	565722	39	434239
2000	0.07	0.04	182375	0	817625
2000	0.07	0.03	16952	0	983048
2000	0.07	0.02	184	0	999816
2000	0.07	0.01	0	0	1000000
2000	0.08	0.08	958665	20589	20746
2000	0.08	0.07	881658	2034	116308
2000	0.08	0.06	614096	67	385837
2000	0.08	0.05	246328	0	753672
2000	0.08	0.04	38711	0	961289
2000	0.08	0.03	1442	0	998558
2000	0.08	0.02	5	0	999995
2000	0.08	0.01	0	0	1000000
2000	0.09	0.09	958272	21030	20698
2000	0.09	0.08	889918	2347	107735
2000	0.09	0.07	652143	99	347758
2000	0.09	0.06	304063	3	695934
2000	0.09	0.05	67678	0	932322
2000	0.09	0.04	4985	0	995015
2000	0.09	0.03	85	0	999915
2000	0.09	0.02	0	0	1000000
2000	0.09	0.01	0	0	1000000
2000	0.1	0.1	957436	21381	21183
2000	0.1	0.09	895340	2648	102012
2000	0.1	0.08	681748	155	318097
2000	0.1	0.07	354344	5	645651
2000	0.1	0.06	101285	0	898715
2000	0.1	0.05	11962	0	988038
2000	0.1	0.04	444	0	999556
2000	0.1	0.03	3	0	999997
2000	0.1	0.02	0	0	1000000
2000	0.1	0.01	0	0	1000000
2000	0.11	0.11	957400	21424	21176
2000	0.11	0.1	900183	2846	96971
2000	0.11	0.09	705060	193	294747
2000	0.11	0.08	397587	6	602407
2000	0.11	0.07	134588	0	865412
2000	0.11	0.06	22035	0	977965
2000	0.11	0.05	1395	0	998605
2000	0.11	0.04	24	0	999976
2000	0.11	0.03	0	0	1000000
2000	0.11	0.02	0	0	1000000
2000	0.11	0.01	0	0	1000000
2000	0.12	0.12	956897	21692	21411
2000	0.12	0.11	904241	3174	92585
2000	0.12	0.1	725098	258	274644
2000	0.12	0.09	435547	16	564437
2000	0.12	0.08	168451	0	831549
2000	0.12	0.07	34993	0	965007
2000	0.12	0.06	3373	0	996627
2000	0.12	0.05	103	0	999897
2000	0.12	0.04	1	0	999999
2000	0.12	0.03	0	0	1000000
2000	0.12	0.02	0	0	1000000
2000	0.12	0.01	0	0	1000000
2000	0.13	0.13	957113	21455	21432
2000	0.13	0.12	907899	3411	88690
2000	0.13	0.11	740555	371	259074
2000	0.13	0.1	467850	19	532131
2000	0.13	0.09	200391	0	799609
2000	0.13	0.08	50245	0	949755
2000	0.13	0.07	6452	0	993548
2000	0.13	0.06	348	0	999652
2000	0.13	0.05	6	0	999994
2000	0.13	0.04	0	0	1000000
2000	0.13	0.03	0	0	1000000
2000	0.13	0.02	0	0	1000000
2000	0.13	0.01	0	0	1000000
2000	0.14	0.14	956889	21427	21684
2000	0.14	0.13	911038	3728	85234
2000	0.14	0.12	756061	403	243536
2000	0.14	0.11	496772	14	503214
2000	0.14	0.1	231013	1	768986
2000	0.14	0.09	66950	0	933050
2000	0.14	0.08	10720	0	989280
2000	0.14	0.07	849	0	999151
2000	0.14	0.06	31	0	999969
2000	0.14	0.05	1	0	999999
2000	0.14	0.04	0	0	1000000
2000	0.14	0.03	0	0	1000000
2000	0.14	0.02	0	0	1000000
2000	0.14	0.01	0	0	1000000
2000	0.15	0.15	956726	21612	21662
2000	0.15	0.14	913453	3888	82659
2000	0.15	0.13	768237	453	231310
2000	0.15	0.12	523321	25	476654
2000	0.15	0.11	260061	3	739936
2000	0.15	0.1	85095	0	914905
2000	0.15	0.09	16254	0	983746
2000	0.15	0.08	1661	0	998339
2000	0.15	0.07	74	0	999926
2000	0.15	0.06	1	0	999999
2000	0.15	0.05	0	0	1000000
2000	0.15	0.04	0	0	1000000
2000	0.15	0.03	0	0	1000000
2000	0.15	0.02	0	0	1000000
2000	0.15	0.01	0	0	1000000
2000	0.16	0.16	956179	21878	21943
2000	0.16	0.15	914890	4191	80919
2000	0.16	0.14	778279	535	221186
2000	0.16	0.13	545810	48	454142
2000	0.16	0.12	287168	1	712831
2000	0.16	0.11	103644	0	896356
2000	0.16	0.1	23529	0	976471
2000	0.16	0.09	3001	0	996999
2000	0.16	0.08	172	0	999828
2000	0.16	0.07	3	0	999997
2000	0.16	0.06	0	0	1000000
2000	0.16	0.05	0	0	1000000
2000	0.16	0.04	0	0	1000000
2000	0.16	0.03	0	0	1000000
2000	0.16	0.02	0	0	1000000
2000	0.16	0.01	0	0	1000000
2000	0.17	0.17	956777	21526	21697
2000	0.17	0.16	917208	4456	78336
2000	0.17	0.15	788103	630	211267
2000	0.17	0.14	565478	53	434469
2000	0.17	0.13	313117	4	686879
2000	0.17	0.12	122178	0	877822
2000	0.17	0.11	31153	0	968847
2000	0.17	0.1	4736	0	995264
2000	0.17	0.09	410	0	999590
2000	0.17	0.08	14	0	999986
2000	0.17	0.07	0	0	1000000
2000	0.17	0.06	0	0	1000000
2000	0.17	0.05	0	0	1000000
2000	0.17	0.04	0	0	1000000
2000	0.17	0.03	0	0	1000000
2000	0.17	0.02	0	0	1000000
2000	0.17	0.01	0	0	1000000
2000	0.18	0.18	956193	21901	21906
2000	0.18	0.17	918631	4608	76761
2000	0.18	0.16	795038	684	204278
2000	0.18	0.15	584019	79	415902
2000	0.18	0.14	336067	2	663931
2000	0.18	0.13	140769	1	859230
2000	0.18	0.12	39802	0	960198
2000	0.18	0.11	7076	0	992924
2000	0.18	0.1	667	0	999333
2000	0.18	0.09	42	0	999958
2000	0.18	0.08	0	0	1000000
2000	0.18	0.07	0	0	1000000
2000	0.18	0.06	0	0	1000000
2000	0.18	0.05	0	0	1000000
2000	0.18	0.04	0	0	1000000
2000	0.18	0.03	0	0	1000000
2000	0.18	0.02	0	0	1000000
2000	0.18	0.01	0	0	1000000
2000	0.19	0.19	956239	21987	21774
2000	0.19	0.18	920255	4808	74937
2000	0.19	0.17	802776	763	196461
2000	0.19	0.16	598468	82	401450
2000	0.19	0.15	356958	9	643033
2000	0.19	0.14	158207	0	841793
2000	0.19	0.13	49143	0	950857
2000	0.19	0.12	9895	0	990105
2000	0.19	0.11	1244	0	998756
2000	0.19	0.1	96	0	999904
2000	0.19	0.09	1	0	999999
2000	0.19	0.08	0	0	1000000
2000	0.19	0.07	0	0	1000000
2000	0.19	0.06	0	0	1000000
2000	0.19	0.05	0	0	1000000
2000	0.19	0.04	0	0	1000000
2000	0.19	0.03	0	0	1000000
2000	0.19	0.02	0	0	1000000
2000	0.19	0.01	0	0	1000000
2000	0.2	0.2	955473	22250	22277
2000	0.2	0.19	921063	5040	73897
2000	0.2	0.18	808279	806	190915
2000	0.2	0.17	613436	92	386472
2000	0.2	0.16	377157	5	622838
2000	0.2	0.15	175951	0	824049
2000	0.2	0.14	58343	0	941657
2000	0.2	0.13	13217	0	986783
2000	0.2	0.12	1865	0	998135
2000	0.2	0.11	158	0	999842
2000	0.2	0.1	10	0	999990
2000	0.2	0.09	0	0	1000000
2000	0.2	0.08	0	0	1000000
2000	0.2	0.07	0	0	1000000
2000	0.2	0.06	0	0	1000000
2000	0.2	0.05	0	0	1000000
2000	0.2	0.04	0	0	1000000
2000	0.2	0.03	0	0	1000000
2000	0.2	0.02	0	0	1000000
2000	0.2	0.01	0	0	1000000
2000	0.21	0.21	956100	22020	21880
2000	0.21	0.2	922523	5069	72408
2000	0.21	0.19	813972	837	185191
2000	0.21	0.18	626162	90	373748
2000	0.21	0.17	395701	7	604292
2000	0.21	0.16	192029	1	807970
2000	0.21	0.15	68613	1	931386
2000	0.21	0.14	16697	0	983303
2000	0.21	0.13	2741	0	997259
2000	0.21	0.12	271	0	999729
2000	0.21	0.11	16	0	999984
2000	0.21	0.1	1	0	999999
2000	0.21	0.09	0	0	1000000
2000	0.21	0.08	0	0	1000000
2000	0.21	0.07	0	0	1000000
2000	0.21	0.06	0	0	1000000
2000	0.21	0.05	0	0	1000000
2000	0.21	0.04	0	0	1000000
2000	0.21	0.03	0	0	1000000
2000	0.21	0.02	0	0	1000000
2000	0.21	0.01	0	0	1000000
2000	0.22	0.22	955823	22174	22003
2000	0.22	0.21	923692	5192	71116
2000	0.22	0.2	818959	894	180147
2000	0.22	0.19	636775	120	363105
2000	0.22	0.18	411020	4	588976
2000	0.22	0.17	208279	1	791720
2000	0.22	0.16	78178	0	921822
2000	0.22	0.15	21222	0	978778
2000	0.22	0.14	3837	0	996163
2000	0.22	0.13	437	0	999563
2000	0.22	0.12	32	0	999968
2000	0.22	0.11	0	0	1000000
2000	0.22	0.1	0	0	1000000
2000	0.22	0.09	0	0	1000000
2000	0.22	0.08	0	0	1000000
2000	0.22	0.07	0	0	1000000
2000	0.22	0.06	0	0	1000000
2000	0.22	0.05	0	0	1000000
2000	0.22	0.04	0	0	1000000
2000	0.22	0.03	0	0	1000000
2000	0.22	0.02	0	0	1000000
2000	0.22	0.01	0	0	1000000
2000	0.23	0.23	955883	22116	22001
2000	0.23	0.22	924805	5354	69841
2000	0.23	0.21	823146	1007	175847
2000	0.23	0.2	647503	137	352360
2000	0.23	0.19	426865	7	573128
2000	0.23	0.18	223676	0	776324
2000	0.23	0.17	88806	0	911194
2000	0.23	0.16	25508	0	974492
2000	0.23	0.15	5156	0	994844
2000	0.23	0.14	647	0	999353
2000	0.23	0.13	46	0	999954
2000	0.23	0.12	3	0	999997
2000	0.23	0.11	0	0	1000000
2000	0.23	0.1	0	0	1000000
2000	0.23	0.09	0	0	1000000
2000	0.23	0.08	0	0	1000000
2000	0.23	0.07	0	0	1000000
2000	0.23	0.06	0	0	1000000
2000	0.23	0.05	0	0	1000000
2000	0.23	0.04	0	0	1000000
2000	0.23	0.03	0	0	1000000
2000	0.23	0.02	0	0	1000000
2000	0.23	0.01	0	0	1000000
2000	0.24	0.24	955731	22234	22035
2000	0.24	0.23	925181	5622	69197
2000	0.24	0.22	827793	1094	171113
2000	0.24	0.21	657030	146	342824
2000	0.24	0.2	441148	11	558841
2000	0.24	0.19	237904	0	762096
2000	0.24	0.18	98647	0	901353
2000	0.24	0.17	30187	0	969813
2000	0.24	0.16	6764	0	993236
2000	0.24	0.15	991	0	999009
2000	0.24	0.14	98	0	999902
2000	0.24	0.13	2	0	999998
2000	0.24	0.12	1	0	999999
2000	0.24	0.11	0	0	1000000
2000	0.24	0.1	0	0	1000000
2000	0.24	0.09	0	0	1000000
2000	0.24	0.08	0	0	1000000
2000	0.24	0.07	0	0	1000000
2000	0.24	0.06	0	0	1000000
2000	0.24	0.05	0	0	1000000
2000	0.24	0.04	0	0	1000000
2000	0.24	0.03	0	0	1000000
2000	0.24	0.02	0	0	1000000
2000	0.24	0.01	0	0	1000000
2000	0.25	0.25	955482	22326	22192
2000	0.25	0.24	926150	5696	68154
2000	0.25	0.23	831122	1145	167733
2000	0.25	0.22	666737	164	333099
2000	0.25	0.21	453864	18	546118
2000	0.25	0.2	252201	1	747798
2000	0.25	0.19	109033	0	890967
2000	0.25	0.18	35453	0	964547
2000	0.25	0.17	8282	0	991718
2000	0.25	0.16	1285	0	998715
2000	0.25	0.15	158	0	999842
2000	0.25	0.14	9	0	999991
2000	0.25	0.13	0	0	1000000
2000	0.25	0.12	0	0	1000000
2000	0.25	0.11	0	0	1000000
2000	0.25	0.1	0	0	1000000
2000	0.25	0.09	0	0	1000000
2000	0.25	0.08	0	0	1000000
2000	0.25	0.07	0	0	1000000
2000	0.25	0.06	0	0	1000000
2000	0.25	0.05	0	0	1000000
2000	0.25	0.04	0	0	1000000
2000	0.25	0.03	0	0	1000000
2000	0.25	0.02	0	0	1000000
2000	0.25	0.01	0	0	1000000
2000	0.26	0.26	955634	22126	22240
2000	0.26	0.25	926747	5794	67459
2000	0.26	0.24	834647	1192	164161
2000	0.26	0.23	672946	164	326890
2000	0.26	0.22	465984	25	533991
2000	0.26	0.21	264835	4	735161
2000	0.26	0.2	118325	0	881675
2000	0.26	0.19	40179	0	959821
2000	0.26	0.18	10078	0	989922
2000	0.26	0.17	1833	0	998167
2000	0.26	0.16	199	0	999801
2000	0.26	0.15	18	0	999982
2000	0.26	0.14	1	0	999999
2000	0.26	0.13	0	0	1000000
2000	0.26	0.12	0	0	1000000
2000	0.26	0.11	0	0	1000000
2000	0.26	0.1	0	0	1000000
2000	0.26	0.09	0	0	1000000
2000	0.26	0.08	0	0	1000000
2000	0.26	0.07	0	0	1000000
2000	0.26	0.06	0	0	1000000
2000	0.26	0.05	0	0	1000000
2000	0.26	0.04	0	0	1000000
2000	0.26	0.03	0	0	1000000
2000	0.26	0.02	0	0	1000000
2000	0.26	0.01	0	0	1000000
2000	0.27	0.27	954850	22551	22599
2000	0.27	0.26	927529	6134	66337
2000	0.27	0.25	837702	1187	161111
2000	0.27	0.24	681688	190	318122
2000	0.27	0.23	477999	27	521974
2000	0.27	0.22	277106	3	722891
2000	0.27	0.21	128462	1	871537
2000	0.27	0.2	45964	0	954036
2000	0.27	0.19	12202	0	987798
2000	0.27	0.18	2367	0	997633
2000	0.27	0.17	300	0	999700
2000	0.27	0.16	32	0	999968
2000	0.27	0.15	0	0	1000000
2000	0.27	0.14	0	0	1000000
2000	0.27	0.13	0	0	1000000
2000	0.27	0.12	0	0	1000000
2000	0.27	0.11	0	0	1000000
2000	0.27	0.1	0	0	1000000
2000	0.27	0.09	0	0	1000000
2000	0.27	0.08	0	0	1000000
2000	0.27	0.07	0	0	1000000
2000	0.27	0.06	0	0	1000000
2000	0.27	0.05	0	0	1000000
2000	0.27	0.04	0	0	1000000
2000	0.27	0.03	0	0	1000000
2000	0.27	0.02	0	0	1000000
2000	0.27	0.01	0	0	1000000
2000	0.28	0.28	954988	22439	22573
2000	0.28	0.27	927887	6090	66023
2000	0.28	0.26	840044	1299	158657
2000	0.28	0.25	687605	198	312197
2000	0.28	0.24	487655	32	512313
2000	0.28	0.23	288976	2	711022
2000	0.28	0.22	137473	0	862527
2000	0.28	0.21	50659	0	949341
2000	0.28	0.2	14202	0	985798
2000	0.28	0.19	2944	0	997056
2000	0.28	0.18	454	0	999546
2000	0.28	0.17	41	0	999959
2000	0.28	0.16	2	0	999998
2000	0.28	0.15	0	0	1000000
2000	0.28	0.14	0	0	1000000
2000	0.28	0.13	0	0	1000000
2000	0.28	0.12	0	0	1000000
2000	0.28	0.11	0	0	1000000
2000	0.28	0.1	0	0	1000000
2000	0.28	0.09	0	0	1000000
2000	0.28	0.08	0	0	1000000
2000	0.28	0.07	0	0	1000000
2000	0.28	0.06	0	0	1000000
2000	0.28	0.05	0	0	1000000
2000	0.28	0.04	0	0	1000000
2000	0.28	0.03	0	0	1000000
2000	0.28	0.02	0	0	1000000
2000	0.28	0.01	0	0	1000000
2000	0.29	0.29	955122	22359	22519
2000	0.29	0.28	928388	6161	65451
2000	0.29	0.27	842290	1310	156400
2000	0.29	0.26	693557	222	306221
2000	0.29	0.25	497261	26	502713
2000	0.29	0.24	299901	3	700096
2000	0.29	0.23	146403	0	853597
2000	0.29	0.22	56067	0	943933
2000	0.29	0.21	16482	0	983518
2000	0.29	0.2	3676	0	996324
2000	0.29	0.19	574	0	999426
2000	0.29	0.18	73	0	999927
2000	0.29	0.17	4	0	999996
2000	0.29	0.16	0	0	1000000
2000	0.29	0.15	0	0	1000000
2000	0.29	0.14	0	0	1000000
2000	0.29	0.13	0	0	1000000
2000	0.29	0.12	0	0	1000000
2000	0.29	0.11	0	0	1000000
2000	0.29	0.1	0	0	1000000
2000	0.29	0.09	0	0	1000000
2000	0.29	0.08	0	0	1000000
2000	0.29	0.07	0	0	1000000
2000	0.29	0.06	0	0	1000000
2000	0.29	0.05	0	0	1000000
2000	0.29	0.04	0	0	1000000
2000	0.29	0.03	0	0	1000000
2000	0.29	0.02	0	0	1000000
2000	0.29	0.01	0	0	1000000
2000	0.3	0.3	955243	22312	22445
2000	0.3	0.29	929235	6259	64506
2000	0.3	0.28	845081	1349	153570
2000	0.3	0.27	698838	242	300920
2000	0.3	0.26	506997	35	492968
2000	0.3	0.25	310511	3	689486
2000	0.3	0.24	155191	0	844809
2000	0.3	0.23	60827	0	939173
2000	0.3	0.22	18859	0	981141
2000	0.3	0.21	4313	0	995687
2000	0.3	0.2	751	0	999249
2000	0.3	0.19	89	0	999911
2000	0.3	0.18	11	0	999989
2000	0.3	0.17	0	0	1000000
2000	0.3	0.16	0	0	1000000
2000	0.3	0.15	0	0	1000000
2000	0.3	0.14	0	0	1000000
2000	0.3	0.13	0	0	1000000
2000	0.3	0.12	0	0	1000000
2000	0.3	0.11	0	0	1000000
2000	0.3	0.1	0	0	1000000
2000	0.3	0.09	0	0	1000000
2000	0.3	0.08	0	0	1000000
2000	0.3	0.07	0	0	1000000
2000	0.3	0.06	0	0	1000000
2000	0.3	0.05	0	0	1000000
2000	0.3	0.04	0	0	1000000
2000	0.3	0.03	0	0	1000000
